Title,Place,Land Size,PublishDate,Price
Chitwan Chainpur Land,Chitwan > Khairahani  ,  Land Size (in aana/dhur): 30,19-07-2021,"Rs. 1,90,000"
Land For Sale At Bhaisepati Champi,Lalitpur > Champi (Karyabinayak)  ,  Land Size (in aana/dhur): 10.1,25-03-2021,"Rs. 25,00,000"
5 Ana Land Tathali Bhaktapur,Bhaktapur > Tathali, ,31-01-2021,"Rs. 20,00,000"
Land For Rent At Jhapa Damak,Jhapa > Damak  ,  Land Size (in aana/dhur): 20,02-01-2021,"Rs. 5,000"
Lalitpur Khumaltar Sampangchok Land Urgent,Lalitpur > Khumaltar  ,  Land Size (in aana/dhur): 3.3,17-12-2021,"Rs. 58,00,000"
Land For Sale At Satungal,Kathmandu > Satungal (Chandragiri)  ,  Land Size (in aana/dhur): 4.25,24-11-2021,"Rs. 40,00,000"
Land For Sale,Sindhupalchok > Melamchi  ,  Land Size (in aana/dhur): 100,23-11-2021,"Rs. 80,000"
Land On Sale Basbari,Kathmandu > Bansbari  ,  Land Size (in aana/dhur): 5.2,02-11-2021,"Rs. 40,00,000"
1 Ropani Land On Sell At Bagmara,Kaski (Pokhara) > Bagmara (Outskirt)  ,  Land Size (in aana/dhur): 16a,29-10-2021,"Rs. 9,68,750"
Land On Sale At Putalisadak Main Road,Kathmandu > Putalisadak  ,  Land Size (in aana/dhur): 51,23-09-2021,"Rs. 1,65,00,000"
Land On Sale At Imadol Near Gabisa,Lalitpur > Imadol (Mahalaxmi)  ,  Land Size (in aana/dhur): 12,23-09-2021,"Rs. 40,00,000"
"Land (21/38) For Sale At Nayagau, Pokhara-15",Kaski (Pokhara) > Nayagaun, ,05-01-2022,"Rs. 1,50,00,000"
10 Aana Land For Sale At Budhanilkantha Isaan Colony,Kathmandu > Budhanilkantha  ,  Land Size (in aana/dhur): 10,29-12-2021,"Rs. 37,00,000"
17 Ana Land In Sanepa,Lalitpur > Sanepa  ,  Land Size (in aana/dhur): 17,27-12-2021,"Rs. 75,00,000"
"Land For Sale At Baluwatar,,",Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 17,22-12-2021,"Rs. 85,00,000"
"9 Aana Land For Sale At Kaahu Danda, Pokhara",Kaski (Pokhara) > Kahun (Outskirt), ,22-12-2021,"Rs. 7,00,000"
5 Ana Land Sell On Bansbari,Kathmandu > Bansbari  ,  Land Size (in aana/dhur): 5.1,21-12-2021,"Rs. 55,00,000"
"Land Sell At Hetauda 13 Padampokhari,",Makwanpur > Makwanpur (Other Area), ,17-12-2021,"Rs. 1,25,000"
"Land For Sale At Narayanthan,,,",Kathmandu > Narayanthan (Budhanilkantha)  ,  Land Size (in aana/dhur): 12,13-12-2021,"Rs. 40,00,000"
Land On Sale,Kathmandu > Bhimdhunga (Nagarjun), ,08-12-2021,"Rs. 14,00,000"
"1.5 Ropani Land For Rent At Imadole, Sital Height, Mahalaxmi",Lalitpur > Imadol (Mahalaxmi), ,05-12-2021,"Rs. 50,000"
Land For Sale In Dhapakhel Lalitpur,Lalitpur > Devichaur (Karyabinayak)  ,  Land Size (in aana/dhur): 8,01-12-2021,"Rs. 33,00,000"
Land On Sale,Kathmandu > Matatirtha (Chandragiri), ,30-11-2021,"Rs. 19,00,000"
Land For Sale At Bhangal Kathmandu,Kathmandu > Bhangal (Budhanilkantha)  ,  Land Size (in aana/dhur): 19,30-11-2021,"Rs. 35,00,000"
Land For Sale At Dahachok Chandragiri,Kathmandu > Dahachok (Chandragiri)  ,  Land Size (in aana/dhur): 40,24-11-2021,"Rs. 17,00,000"
Land On Sale At Banepa,Kavrepalanchok > Banepa  ,  Land Size (in aana/dhur): 5.75,22-11-2021,"Rs. 21,00,000"
Aqualand(adwp-10) 1.0 H.p,, ,19-11-2021,"Rs. 17,600"
Commercial Land For Sale,Lalitpur > Sunakothi  ,  Land Size (in aana/dhur): 16,18-11-2021,"Rs. 70,00,000"
80 Ropani Land On Sale Panchakhal,Kavrepalanchok > Panchkhal, ,13-11-2021,"Rs. 65,00,000"
House And Land On Sale Dhumbarahi,Kathmandu > Dhumbarahi  ,  Land Size (in aana/dhur): 4,12-11-2021,"Rs. 3,30,00,000"
"Land For Sale At Lazimpat ,,",Kathmandu > Lazimpat  ,  Land Size (in aana/dhur): 6,11-11-2021,"Rs. 78,00,000"
Kirtipur Tyangala Chok 5. 6 Anna Land Lease.,Kathmandu > Tyangala Phant (Kirtipur), ,11-11-2021,"Rs. 7,500"
Land For Sale At Bagdol Lalitpur,Lalitpur > Bagdol  ,  Land Size (in aana/dhur): 12,03-11-2021,"Rs. 49,00,000"
Land For Sale,Kathmandu > Budhanilkantha  ,  Land Size (in aana/dhur): 17,29-10-2021,"Rs. 45,00,000"
"Land On Sale At Jalkhu, Lalitpur",Lalitpur > Godawari  ,  Land Size (in aana/dhur): 160,11-10-2021,"Rs. 10,50,000"
"Jodhpur, Bardiya Agricultural Land For Sale",Bardiya > Bardiya (Other Area), ,06-10-2021,"Rs. 10,00,000"
Land In Central Chitwan,Chitwan > Kalika  ,  Land Size (in aana/dhur): 170,03-10-2021,"Rs. 2,00,000"
Lubhu Near Telecom Office Land On Sale,Lalitpur > Lubhu (Mahalaxmi)  ,  Land Size (in aana/dhur): 10.2,23-09-2021,"Rs. 27,00,000"
Land For Sale At Bhaisepati Sainbu.,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 3.5,22-09-2021,"Rs. 29,00,000"
Land Sale,Kathmandu > Bhadrabas (Kageshwor)  ,  Land Size (in aana/dhur): 8.25,19-09-2021,"Rs. 15,00,000"
Land For Sale In Baneswor,Kathmandu > Mid Baneshwor  ,  Land Size (in aana/dhur): 7.1,18-09-2021,"Rs. 75,00,000"
Land On Sale At Nuwakot,Nuwakot > Nuwakot (Other Area)  ,  Land Size (in aana/dhur): 368,14-09-2021,"Rs. 5,00,000"
0-6-2-0 Land For Sale In Nakhipot Near Sampangchok(rumal Jasto Mileko),Lalitpur > Nakhipot  ,  Land Size (in aana/dhur): 6.2,13-09-2021,"Rs. 47,00,000"
"Land On Sale At Thaiba, Lalitpur",Lalitpur > Thaiba (Godawari)  ,  Land Size (in aana/dhur): 4,12-09-2021,"Rs. 20,00,000"
"Land On Rent/lease At Bharatpur, Chitwan",Chitwan (Bharatpur) > Pulchowk  ,  Land Size (in aana/dhur): 10,25-08-2021,"Rs. 10,000"
Land On Sale At Chapagaun Muldol Code No Gjblos 2656,Lalitpur > Chapagaun (Bajrabarahi), ,19-08-2021,"Rs. 11,00,000"
Land For Sale At Hattigauda.,Kathmandu > Khadka Bhadrakali (Budhanilkantha)  ,  Land Size (in aana/dhur): 4,14-08-2021,"Rs. 32,00,000"
Doyam Land,Sindhupalchok > Melamchi  ,  Land Size (in aana/dhur): 70,15-03-2021,"Rs. 45,000"
Land For Sale At Bhaisepati,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 12,10-07-2020,"Rs. 50,00,000"
Land On Sale At Binayak Colony,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 10,31-12-2021,"Rs. 50,00,000"
Land House Office For Rent On Chabahil Buddha,Kathmandu > Chabahil  ,  Land Size (in aana/dhur): 32,29-12-2021,"Rs. 5,00,000"
Ratopul Land,Kathmandu > Ratopul (Gyaneshwar), ,17-12-2021,"Rs. 4,50,00,000"
8 Aana Land For Sale In Lalitpur Dhobighat,Lalitpur > Dhobighat, ,15-12-2021,"Rs. 65,00,000"
Land Sale On Lamatar,Lalitpur > Lamatar (Mahalaxmi)  ,  Land Size (in aana/dhur): 4.1,05-12-2021,"Rs. 19,00,000"
Beautiful 8aana 2paisa Land For Sale In Khumaltar Near Prachanda Niwas,Lalitpur > Khumaltar  ,  Land Size (in aana/dhur): 8.2,05-12-2021,"Rs. 40,00,000"
Land For Sale At Lokanthali ( 5 Aana),Bhaktapur > Lokanthali  ,  Land Size (in aana/dhur): 5,03-12-2021,"Rs. 42,00,000"
"Plotted Land For Sale In Kitini, Godawari",Lalitpur > Taukhel (Godawari)  ,  Land Size (in aana/dhur): 3,29-11-2021,"Rs. 20,75,000"
Plotted Land Available At Chandragiri Badbhanjyang,Kathmandu > Baad Bhanjyang (Chandragiri), ,26-11-2021,"Rs. 24,00,000"
Roland Sp-404,, ,24-11-2021,"Rs. 35,000"
Land For Sale At Dillibazar Kathmandu,Kathmandu > Dillibazar  ,  Land Size (in aana/dhur): 3.20,24-11-2021,"Rs. 1,15,00,000"
Land On Sale,Sunsari > Duhabi  ,  Land Size (in aana/dhur): 1 K,23-11-2021,"Rs. 45,00,000"
Land On Sell,Kaski (Pokhara) > Hemja (Outskirt)  ,  Land Size (in aana/dhur): 8.2,17-11-2021,"Rs. 24,00,000"
Roland Quad Capture Audio Interface,, ,16-11-2021,"Rs. 15,000"
Land For Sale At Bisha Lnagar.,Kailali (Dhangadhi) > Bishal Nagar  ,  Land Size (in aana/dhur): 14,11-11-2021,"Rs. 65,00,000"
Land For Sale At Sinamangal,Kathmandu > Sinamangal  ,  Land Size (in aana/dhur): 4.30,09-11-2021,"Rs. 1,00,00,000"
Land For Sale At Chapagaun Lalitpur,Lalitpur > Chapagaun (Bajrabarahi)  ,  Land Size (in aana/dhur): 4,07-11-2021,"Rs. 13,00,000"
Land For Sale At Purano Naikap,Kathmandu > Purano Naikap (Chandragiri)  ,  Land Size (in aana/dhur): 3,06-11-2021,"Rs. 27,00,000"
Land On Sale At Hattigaunda Code No Gjblos 2028,Kathmandu > Hattigaunda (Budhanilkantha), ,05-11-2021,"Rs. 50,00,000"
8 Kattha Land On Sale In Front Of International Airport Bhairahawa,Rupandehi (Bhairahawa) > Airport Bhairahawa  ,  Land Size (in aana/dhur): 164,04-11-2021,"Rs. 12,00,000"
Commercial Land In Bharatpur,Chitwan (Bharatpur) > BP Koirala Cancer Hospital  ,  Land Size (in aana/dhur): 1 Ka,30-10-2021,"Rs. 15,000"
"Land On Sale, Itahari Bazar",Sunsari (Itahari) > Milan Chowk  ,  Land Size (in aana/dhur): 6.5,23-10-2021,"Rs. 12,00,000"
Residential Land For Sale In Lalitpur Jawalakhel-,Lalitpur > Jawalakhel, ,22-10-2021,"Rs. 59,00,000"
Land For Sale,Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 18.2,02-10-2021,"Rs. 85,00,000"
Bhaisepati Nakhu Land On Sale,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 8,30-09-2021,"Rs. 40,00,000"
Commercial Land In Kalimati,Kathmandu > Kalimati  ,  Land Size (in aana/dhur): 2.2,22-09-2021,"Rs. 1,65,00,000"
Land For Sale At Mandikatar..,Kathmandu > Mandikatar (Dhumbarahi)  ,  Land Size (in aana/dhur): 4,15-09-2021,"Rs. 42,00,000"
Land For Sale At Naikap,Kathmandu > Purano Naikap (Chandragiri)  ,  Land Size (in aana/dhur): 10,14-09-2021,"Rs. 15,00,000"
Sitapaila Land For Sale,Kathmandu > Sitapaila (Nagarjun), ,03-09-2021,"Rs. 40,00,000"
"4 Bhk Bungalow Made On 11 Aana Land For Rent In Naxal, Kathmandu",Kathmandu > Bhat Bhateni (Naxal)  ,  Land Size (in aana/dhur): 11,19-08-2021,"Rs. 1,65,000"
Rockland Safty Shoes,, ,24-07-2021,"Rs. 1,799"
Land Is Very Suitable For Residental Purpose,Kathmandu > Ichangu Narayan (Nagarjun)  ,  Land Size (in aana/dhur): 3.1,21-07-2021,"Rs. 19,50,000"
Chhampi Land On Sale,Lalitpur > Champi (Karyabinayak)  ,  Land Size (in aana/dhur): 80,12-04-2021,"Rs. 6,00,000"
"5 Bigha Land On Sale Near Parasi Road In Dhakdhai, Rupandehi",Rupandehi (Bhairahawa) > Parasi Road  ,  Land Size (in aana/dhur): 2000,27-01-2020,"Rs. 5,00,000"
7 Ana Land For Sell On Bansbari,Kathmandu > Bansbari  ,  Land Size (in aana/dhur): 7.1,21-12-2021,"Rs. 55,00,000"
Land On Sale At Dhobighat,Lalitpur > Dhobighat  ,  Land Size (in aana/dhur): 7,14-12-2021,"Rs. 80,00,000"
24 Aana Land And House For Rent At Baluwatar Main Road.,Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 24,12-12-2021,"Rs. 3,00,000"
Sampangchok Near Prachanda Niwas Land Urgent,Lalitpur > Sunakothi  ,  Land Size (in aana/dhur): 4.5,11-12-2021,"Rs. 38,00,000"
Land For Sale Hattiban,Lalitpur > Hattiban  ,  Land Size (in aana/dhur): 5.1,26-11-2021,"Rs. 37,00,000"
4aana Beautiful Land For Sale In Sunakothi(300m From Mega Bank),Lalitpur > Sunakothi  ,  Land Size (in aana/dhur): 4,25-11-2021,"Rs. 37,00,000"
Land On Sale,Bardiya > Gulariya, ,21-11-2021,"Rs. 43,750"
Land For Sale ;bhangal Karuna Hospital,Kathmandu > Bhangal (Budhanilkantha)  ,  Land Size (in aana/dhur): 17,18-11-2021,"Rs. 36,00,000"
Land On Sale At Changunarayan Bhaktapur Code No Gjblos 2712,Bhaktapur > Changunarayan  ,  Land Size (in aana/dhur): 4,18-11-2021,"Rs. 15,00,000"
Land For Sale At Tarkeswor,Kathmandu > Tarkeshwar  ,  Land Size (in aana/dhur): 15.3,17-11-2021,"Rs. 10,00,100"
Land For Sale At Shorakhutte Kathmandu,Kathmandu > Shorakhutte  ,  Land Size (in aana/dhur): 5,06-11-2021,"Rs. 1,00,00,000"
Land For Sale,Dhading > Dhunibeshi  ,  Land Size (in aana/dhur): 18,27-10-2021,"Rs. 5,00,000"
7 Ropani Land Sunakothi Valley Homes,Lalitpur > Sunakothi  ,  Land Size (in aana/dhur): 7,25-10-2021,"Rs. 20,00,000"
"Land For Sale At Baluwatar. ,,",Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 35,07-10-2021,"Rs. 85,00,000"
Land For Sale At Chhampi Lalitpur,Lalitpur > Champi (Karyabinayak)  ,  Land Size (in aana/dhur): 10,03-10-2021,"Rs. 10,00,000"
Land For Sale At Sanothimi Diwyeshwori,Bhaktapur > Sano Thimi  ,  Land Size (in aana/dhur): 8,01-10-2021,"Rs. 40,00,000"
Land For Sale At New Baneshwor,Kathmandu > New Baneshwor  ,  Land Size (in aana/dhur): 3,26-09-2021,"Rs. 73,00,000"
Land For Sale At Pepsicola Khahare,Kathmandu > Pepsicola (Kadaghari)  ,  Land Size (in aana/dhur): 3.25,26-09-2021,"Rs. 40,00,000"
Land At Badegaun,Lalitpur > Badegaun (Godawari)  ,  Land Size (in aana/dhur): 5,24-09-2021,"Rs. 25,00,000"
7 Aana Land For Sale In Dhapakhel ( Close To Nagdahaa ),Lalitpur > Dhapakhel  ,  Land Size (in aana/dhur): 7,24-09-2021,"Rs. 23,00,000"
House With Land For Sell,Chitwan > Kalika  ,  Land Size (in aana/dhur): 5.17,22-09-2021,"Rs. 2,90,00,000"
8 Anna Land On Sale At Manbhawan Lalitpur,Lalitpur > Manbhawan (Kumaripati)  ,  Land Size (in aana/dhur): 8,21-09-2021,"Rs. 75,00,000"
22 Ropani 10 Aana Land On Sale Tikabhairav Kalikatar,Lalitpur > Tikabhairab (Godawari)  ,  Land Size (in aana/dhur): 330,21-09-2021,"Rs. 3,00,000"
"5.5 Aana Land For Sale In Khumaltar ( Chyaudada, Near Paras's House )",Lalitpur > Khumaltar  ,  Land Size (in aana/dhur): 5.5,14-09-2021,"Rs. 39,00,000"
4 Anna Land On Sale At Hattiban,Lalitpur > Hattiban  ,  Land Size (in aana/dhur): 4,19-08-2021,"Rs. 37,00,000"
"Land On Sale At Milanchok..230,,",Kathmandu > New Baneshwor, ,07-08-2021,"Rs. 68,00,000"
"Bungalow Made On 2 Ropani Land For Rent In Baluwatar, Kathmandu",Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 32,05-08-2021,"Rs. 2,00,000"
"Gulmi, Pipaldhar Agriculture Land - Goat Palan & Fruits",Gulmi > Gulmi (Other Area), ,31-07-2021,"Rs. 20,000"
Dirty Dish Landing Table,, ,06-07-2021,"Rs. 23,000"
Plotting Land At Budanilkantha Height,Kathmandu > Budhanilkantha, ,02-07-2021,"Rs. 30,00,000"
Urgent Land Sale In Kavre.,Kavrepalanchok > Mandandeupur, ,11-02-2021,"Rs. 40,00,000"
Land Sell Chapalkarkhama,Kathmandu > Dhumbarahi  ,  Land Size (in aana/dhur): 22,31-12-2021,"Rs. 1,40,00,000"
Land On Sale At Manamaiju Code No Gjblos 2719,Kathmandu > Manamaiju (Tarkeshwar), ,19-12-2021,"Rs. 48,00,000"
"4.5 Ana Land At Champi , Lalitpur",Lalitpur > Champi (Karyabinayak)  ,  Land Size (in aana/dhur): 4.5,17-12-2021,"Rs. 17,00,000"
Land On Sale At Dhobighat,Lalitpur > Dhobighat  ,  Land Size (in aana/dhur): 7,14-12-2021,"Rs. 80,00,000"
Land On Sale At Manjushree,Lalitpur > Nakhudole (Bhaisepati)  ,  Land Size (in aana/dhur): 4.1,14-12-2021,"Rs. 42,00,000"
Land For Sale At Lazimpat,Kathmandu > Lazimpat  ,  Land Size (in aana/dhur): 3.5,08-12-2021,"Rs. 77,00,000"
7 Aanaa High Commercial Land On Sale Dillibazar Mainroad,Kathmandu > Dillibazar  ,  Land Size (in aana/dhur): 7,04-12-2021,"Rs. 1,45,00,000"
Land For Sale,Bhaktapur > Changunarayan  ,  Land Size (in aana/dhur): 7,26-11-2021,"Rs. 36,00,000"
Land For Sale At Jharuwarasi (jagga Bikrima),Lalitpur > Jharuwarasi (Bajrabarahi), ,23-11-2021,"Rs. 16,00,000"
Land For Sale At Hattigauda Khadaka Bhadrakali.,Kathmandu > Khadka Bhadrakali (Budhanilkantha)  ,  Land Size (in aana/dhur): 4.5,23-11-2021,"Rs. 33,00,000"
Land In Bramakhel,Kathmandu > Bhadrabas (Kageshwor)  ,  Land Size (in aana/dhur): 8,23-11-2021,"Rs. 15,00,000"
Land On Sale At Dachi Thali Code No Gjblos 2571,Kathmandu > Danchi (Kageshwor)  ,  Land Size (in aana/dhur): 8,18-11-2021,"Rs. 1,65,00,000"
Land Sale On Dharmasthali,Kathmandu > Dharmasthali (Tarkeshwar), ,17-11-2021,"Rs. 23,50,000"
Chamati 3aana Land Sale,Kathmandu > Chamati (Swayambhu)  ,  Land Size (in aana/dhur): 3.1,08-11-2021,"Rs. 52,00,000"
Land For Sale At Lele,Lalitpur > Lele (Bajrabarahi)  ,  Land Size (in aana/dhur): 56,07-11-2021,"Rs. 6,50,000"
Land Old House For Sell On Basundhara,Kathmandu > Basundhara  ,  Land Size (in aana/dhur): 6,07-11-2021,"Rs. 4,20,00,000"
Land For Sale At Nakhu Bagmati Corridor,Lalitpur > Nakhu  ,  Land Size (in aana/dhur): 35,06-11-2021,"Rs. 32,00,000"
11 Ana South Faced Land For Sale,Kathmandu > Budhanilkantha  ,  Land Size (in aana/dhur): 11,02-11-2021,"Rs. 48,00,000"
Land For Sale In Alapot Indrayani,Kathmandu > Alapot (Kageshwor)  ,  Land Size (in aana/dhur): 4,14-10-2021,"Rs. 15,00,000"
Land For Sale At Lokanthali,Bhaktapur > Lokanthali  ,  Land Size (in aana/dhur): 5,02-10-2021,"Rs. 38,00,000"
Land Plot For Sale,Lalitpur > Imadol (Mahalaxmi)  ,  Land Size (in aana/dhur): 3,29-09-2021,"Rs. 40,00,000"
"Commercial Land At Bel Chautara, Chauthe (ward No.14, Pokhara)",Kaski (Pokhara) > Chauthe (Outskirt)  ,  Land Size (in aana/dhur): 6.3a,21-09-2021,"Rs. 23,49,000"
0-4-0-1 Aana Land For Sale At Nikosera Bhaktapur,Bhaktapur > Nikosera, ,20-09-2021,"Rs. 32,00,000"
Basundhara Land Sale,Kathmandu > Basundhara  ,  Land Size (in aana/dhur): 7,16-09-2021,"Rs. 65,00,000"
Land For Sale At Nilbarahi Mulpani Bhaktapur,Bhaktapur > Bode  ,  Land Size (in aana/dhur): 8,14-09-2021,"Rs. 19,00,000"
Land For Sale At Kalanki Lri,Kathmandu > Kalanki  ,  Land Size (in aana/dhur): 3,14-09-2021,"Rs. 36,00,000"
Land On Sale,Chitwan (Bharatpur) > Kshetrapur, ,13-09-2021,"Rs. 65,00,000"
Land On Sale At Satungal Highway,Kathmandu > Satungal (Chandragiri), ,11-09-2021,"Rs. 70,00,000"
Residential Land In Dharan Center,Sunsari (Dharan) > Chhata Chowk  ,  Land Size (in aana/dhur): 80,09-09-2021,"Rs. 14,00,000"
8 Anna Land On Sale At Khumaltar Height Near Premiere School,Lalitpur > Satdobato  ,  Land Size (in aana/dhur): 8,03-09-2021,"Rs. 43,00,000"
5 Anna Land On Sale At Bhaisepati Nearby Awash,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 5,02-09-2021,"Rs. 55,00,000"
Land For Sale,Kanchanpur > Bhimdatta  ,  Land Size (in aana/dhur): 35,21-08-2021,"Rs. 2,50,000"
Land Sell Baluwatar Panchakanya 5 Anna,Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 5,13-08-2021,"Rs. 60,00,000"
Very Attractive Land Sale Sale,Lalitpur > Ekantakuna  ,  Land Size (in aana/dhur): 3,15-07-2021,"Rs. 38,00,000"
Land For Sale At Bhaisepati Awas Phase 2,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 10.1,25-03-2021,"Rs. 50,00,000"
"House Made On 2 Ropani Land Availale For Rent In Naxal, Kathmandu",Kathmandu > Bhat Bhateni (Naxal)  ,  Land Size (in aana/dhur): 32,18-01-2021,"Rs. 2,40,000"
0-6-1-0 Anna Land Sale In Rampur Danda Kavre District.,Kavrepalanchok > Dhulikhel, ,21-12-2020,"Rs. 8,00,000"
Land For Plotting On Sale At Macchhegaun-kirtipur Code No Gjblos 2348,Kathmandu > Machhegaun (Chandragiri)  ,  Land Size (in aana/dhur): 512,27-03-2020,"Rs. 8,50,000"
"Land Sale In Kathari 3 Morang, Close To Main Road",Morang (Biratnagar) > Katahari, ,18-09-2019,"Rs. 45,00,000"
Car Jeep Battery Tata Safari Sumo Toyota Hiace Landcruiser Tucson,, ,10-10-2018,"Rs. 11,990"
4/5 Land Sell On Budhanilkantha Narayanthan,Kathmandu > Narayanthan (Budhanilkantha)  ,  Land Size (in aana/dhur): 4.5,31-12-2021,"Rs. 45,00,000"
Land On Sale At Mediciti3,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 5.2,31-12-2021,"Rs. 40,00,000"
Land Sale In Kapan Baluwakhani,Kathmandu > Baluwakhani (Kapan), ,30-12-2021,"Rs. 36,00,000"
4.1 Aana Land For Sale At Budhanilkantha Iskcon,Kathmandu > Budhanilkantha  ,  Land Size (in aana/dhur): 4.1,29-12-2021,"Rs. 32,00,000"
Land Where I Flee By Prajwal Parajuly,, ,28-12-2021,Rs. 599
House & Land /for Any Enquiry,Lalitpur > Sanepa, ,26-12-2021,"Rs. 1,000"
Landlocked Nepal To Lush Pacific Islands Bhubaneshwor P Daibagya,, ,24-12-2021,"Rs. 1,050"
3 Ropani Land On Rent At Sanepa,Lalitpur > Sanepa  ,  Land Size (in aana/dhur): 48,24-12-2021,"Rs. 3,00,000"
Residential Land On Sale At Chapagaun Code No Gjblos 2733,Lalitpur > Chapagaun (Bajrabarahi)  ,  Land Size (in aana/dhur): 14,15-12-2021,"Rs. 17,00,000"
Land On Sale At Kusunti,Lalitpur > Kusunti  ,  Land Size (in aana/dhur): 10,14-12-2021,"Rs. 47,00,000"
Land For Sale At Kalikasthan Dillibazar.,Kathmandu > Kalikasthan (Dillibazar)  ,  Land Size (in aana/dhur): 24,07-12-2021,"Rs. 78,00,000"
Godawari 4 Ropani Land For Sale,Lalitpur > Taukhel (Godawari)  ,  Land Size (in aana/dhur): 64,06-12-2021,"Rs. 25,00,000"
Land On Sale At Lele,Lalitpur > Lele (Bajrabarahi), ,04-12-2021,"Rs. 7,00,000"
Land On Sale,Parbat > Kushma, ,02-12-2021,"Rs. 3,00,00,000"
Thulobharyang Santichok Land Sell,Kathmandu > Ichangu Narayan (Nagarjun)  ,  Land Size (in aana/dhur): 3.5,01-12-2021,"Rs. 48,00,000"
Land For Sale,Lalitpur > Hattiban, ,29-11-2021,"Rs. 35,00,000"
Land For Sale At Pepsicola Kathmandu,Kathmandu > Pepsicola (Kadaghari)  ,  Land Size (in aana/dhur): 2.90,27-11-2021,"Rs. 62,00,000"
Land For Sale At Imadol Lalitpur,Lalitpur > Imadol (Mahalaxmi)  ,  Land Size (in aana/dhur): 24,24-11-2021,"Rs. 2,50,000"
Land For Sale At Naikhani,Kathmandu > Pharping (Dakshinkali)  ,  Land Size (in aana/dhur): 39,18-11-2021,"Rs. 4,50,000"
Land For Sale At Chabahil Kathmandu,Kathmandu > Chabahil  ,  Land Size (in aana/dhur): 4,18-11-2021,"Rs. 62,00,000"
"3 Aana 2.5 Dam South-east Facing Land For Sale In Kupondole, Lalitpur",Lalitpur > Kupandol  ,  Land Size (in aana/dhur): 3,17-11-2021,"Rs. 1,18,00,000"
"Various Plots Of Land In Sunakothi , Near Chibahal Gate",Lalitpur > Sunakothi  ,  Land Size (in aana/dhur): 12,17-11-2021,"Rs. 37,00,000"
17 Aana Land On Rent At Satdobato Lalitpur,Lalitpur > Satdobato, ,15-11-2021,"Rs. 50,000"
8 Anna Land On Sale At Tikathali Highway,Lalitpur > Imadol (Mahalaxmi)  ,  Land Size (in aana/dhur): 8,14-11-2021,"Rs. 47,00,000"
Land On Sale At Panchkhal,Kavrepalanchok > Panchkhal  ,  Land Size (in aana/dhur): 4-6a,14-11-2021,"Rs. 13,00,000"
28 Aana Land On Sale Kavresthali Shantidham Jane Bato ( Tarkeshwor,Kathmandu > Kavresthali (Tarkeshwar)  ,  Land Size (in aana/dhur): 28,13-11-2021,"Rs. 10,00,000"
For Sale - Land,Kaski (Pokhara) > Sisuwa (Outskirt)  ,  Land Size (in aana/dhur): 7.2,09-11-2021,"Rs. 24,00,000"
Flower Garland ( Tihar Mala ),, ,03-11-2021,Rs. 200
3.5 Ana Land At Imadol,Lalitpur > Imadol (Mahalaxmi)  ,  Land Size (in aana/dhur): 3.5,30-10-2021,"Rs. 32,00,000"
Modern House Built In 19.5 Aana Land In Tikhidewal/kusunti Height,Lalitpur > Kusunti  ,  Land Size (in aana/dhur): 19.5,29-10-2021,"Rs. 12,00,00,000"
Land For Sale,Kathmandu > Gokarna (Gokarneshwar)  ,  Land Size (in aana/dhur): 4 Aa,28-10-2021,"Rs. 25,00,000"
Land For Sale At Sanothimi Bhaktapur,Bhaktapur > Sano Thimi  ,  Land Size (in aana/dhur): 7,27-10-2021,"Rs. 45,00,000"
Land In Dachok,Kathmandu > Dahachok (Chandragiri)  ,  Land Size (in aana/dhur): 52 A,26-10-2021,"Rs. 16,00,000"
Land For Sale At Balambu Chandragiri,Kathmandu > Balambu (Chandragiri)  ,  Land Size (in aana/dhur): 4,22-10-2021,"Rs. 24,00,000"
Land In Kusunti Height,Lalitpur > Kusunti  ,  Land Size (in aana/dhur): 10,09-10-2021,"Rs. 46,00,000"
